DATE,HOUSE #,STREET,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
7/31/18,5204,DAPHNE DR,,x,,,,
7/31/18,5243,MOUNTAINCREST DR,x,,,sofa,,
7/31/18,5315,RONDO RD,,x,,,,
7/31/18,5405,GREEN VALLEY DR,,x,,,,
7/31/18,5425,CRESTWOOD RD,,x,,,,
7/31/18,5508,E SUNSET RD,,x,,,,
7/31/18,5601,WOODBURN DR,,x,,,,
7/31/18,5620,CRESTWOOD DR,,X,,,,
7/31/18,5706,CRESTWOOD DR,,x,,,,
7/31/18,5729,WOODALE DR,,x,,,,
7/31/18,5817,WEXFORD LN,,x,,,,
7/31/18,5907,N BROADWAY,,x,,,,
7/31/18,5931,MONTINA RD,,x,,,,
7/31/18,6010,KAYWOOD RD,,,,blue toter our only,,
7/31/18,6103,MANCHESTER RD,x,,,"2 city toters, need one removed please",,
7/31/18,6211,FOUNTAIN RD,x,,,trash on ground ,,
7/31/18,6417,GRANITE HILL LN,x,,,person can / wood ,,
7/31/18,6616,RIDGE RUN DR,x,x,,,,
7/31/18,6805,TROUSDALE RD,,x,,,,
7/31/18,6942,PEMMBROOKE SHIRE LN,,x,,,,
7/31/18,7101,STAGECOACH TRL,,x,,,,
7/31/18,7204,DEANE HILL DR,,x,,,,
7/31/18,7315,WHEATFIELD PL,,x,,,,
7/31/18,7433,LAWFORD RD,,x,,,,
7/31/18,7631,CHATHAM CIR,,x,,,,
7/31/18,7816,RAMSGATE DR,x,,,,,
7/31/18,7936,NORTH FOREST RD,,x,,,,
7/31/18,8133,KINGSDALE DR,,x,,,,
7/31/18,9745,CLINGMANS DOME DR,,x,,,,
7/31/18,7914-1111,GLEASON DR ,,x,,,,
8/1/18,108,LAKE FOREST CIR,,x,,,,
8/1/18,119,ATLANTIC AVE,,x,,,,
8/1/18,147,JUDITH DR,,X,,,,
8/1/18,205,GOLFCLUB RD,,x,,,,
8/1/18,212,MAYFIELD AVE,x,,,,,
8/1/18,222,GILBERT LN,,x,,,,
8/1/18,238,DEADERICK AVE, ,x,,,,
8/1/18,305,E SCOTT AVE,,x,,,,
8/1/18,313,LIVEOAK LN,,x,,,,
8/1/18,329,E BURWELL AVE,,x,,,,
8/1/18,405,E OLDHAM AVE,,x,,,,
8/1/18,415,ELK CAMP LN,,x,,,,
8/1/18,432,MAYFIELD AVE,,x,,,,
8/1/18,502,HOLLYWOOD RD,x,,,,,
8/1/18,513,HIGHLAND DR,,,,,,
8/1/18,540,STONE PONY LN,,x,,,,
8/1/18,609,CHICKAMAUGA AVE,x,,,,,
8/1/18,628,HIAWASSEE AVE,,X,,,,
8/1/18,707,RADFORD PL,,x,,,,
8/1/18,718,CHICKAMAUGA AVE,,x,,,,
8/1/18,739,GREENMEADOWS DR,,x,,,,
8/1/18,807,ATLANTIC AVE,,x,,,,
8/1/18,821,ELEANOR ST,,x,,,,
8/1/18,905,CENTEROAK DR,,x,,,,
8/1/18,920,ISKAGNA DR,,x,,,,
8/1/18,950,MAYNARD AVE,,x,,,,
8/1/18,1011,KNOXVILLE COLLEGE DR,,x,,move out,,
8/1/18,1025,OGLEWOOD AVE,x,,,,,
8/1/18,1104,BRIDGESTONE PL,,x,,,,
8/1/18,1115,SHADYLAND DR,x,,,,,
8/1/18,1130,ATLANTIC AVE,x,,,,,
8/1/18,1207,HARVEY ST,,x,,,,
8/1/18,1224,MORRELL RD,,x,,,,
8/1/18,1305,EDINBURGH PL,x,,,,,
8/1/18,1318,FAIRFAX AVE,,,,needs new toter ,,
8/1/18,1401,CECIL AVE,,x ,,,,
8/1/18,1417,HOLMAN RD,,,,move out in alley ,,
8/1/18,1501,MCCROSKEY AVE ,,x,,,,
8/1/18,1524,AGAWELA AVE,x,,,,,
8/1/18,1605,AUTRY WAY,x ,,,,,
8/1/18,1623,DORA ST ,x ,,,,,
8/1/18,1703,SUNNY LN,,x,,,,
8/1/18,1715,WASHINGTON PIKE,,x,,,,
8/1/18,1733,RUGBY AVE,x,,,,,
8/1/18,1813,MAC ALICE DR,,x ,,,,
8/1/18,1904,DUTCH VALLEY DR,,x,,,,
8/1/18,1920,BERNHURST DR,,x,,,,
8/1/18,1960,EMORILAND BLVD,x ,,,2 personal cans full and recycle can,,
8/1/18,2013,AMANDA CT,x,,,,,
8/1/18,2035,BEREA AVE,,x,,,,
8/1/18,2109,NORVELL DR,,x,,,,
8/1/18,2125,PRICE AVE,,x ,,,,
8/1/18,2207,PIEDMONT ST,,x ,,,,
8/1/18,2223,MAPLEWOOD DR,,X,,,,
8/1/18,2301,LAURINDA RD,,x ,,,,
8/1/18,2315,FISHER PL,,x ,,,,
8/1/18,2333,DANDRIDGE AVE,,x ,,,,
8/1/18,2413,JEFFERSON AVE,,x,,,,
8/1/18,2434,LARKWOOD LN,,x,,,,
8/1/18,2509,FAIRMONT BLVD,,x,,,,
8/1/18,2538,MONTE VISTA RD,,x,,,,
8/1/18,2614,BRIDALWOOD DR ,,x,,,,
8/1/18,2701,FENWOOD DR,x,,,apt 1089,,
8/1/18,2733,JEFFERSON AVE,x,,,,,
8/1/18,2819,KNOB CREEK LN,x,,,couch ,,
8/1/18,2905,CONNER DR,x,,,2 city cans ,,
8/1/18,2921,KENILWORTH LN,,x ,,8101 thru 8107,,
8/1/18,3010,BROOKS AVE,,x ,,,,
8/1/18,3101,FOUNTAIN PARK BLVD,,x ,,,,
8/1/18,3112,FAIRWAY RD ,,x ,,,,
8/1/18,3134,MAXWELL ST,,x,,,,
8/1/18,3214,MOUNTAIN SPRING WAY,x ,,,,,
8/1/18,3301,CLEARVIEW ST,,x,,,,
8/1/18,3328,MIAMI ST,,x,,,,
8/1/18,3410,FEATHERS ST,,x,,,,
8/1/18,3500,ARGYLE DR,,x,,,,
8/1/18,3550,KENILWORTH LN,x,,,A & B,,
8/1/18,3643,LANCASTER DR,,x,,,,
8/1/18,3736,FROSTWOOD RD,,x,,,,
8/1/18,3824,WOODHILL PL,,x,,,,
8/1/18,3912,DEERFIELD RD,x,,,,,
8/1/18,4003,CLAIRMONT DR,,x,,,,
8/1/18,4047,TALILUNA AVE,,x ,,,,
8/1/18,4120,MISSION BELL LN,,x,,,,
8/1/18,4205,CRESTFIELD RD,,x,,,,
8/1/18,4221,CROSBY DR,,x,,,,
8/1/18,4306,BARBARA DR,,x ,,,,
8/1/18,4320,TAZEWELL PIKE,x,,,canopy,,
8/1/18,4406,CHEYENNE DR,,x ,,,,
8/1/18,4428,WASHINGTON PIKE,,x,,,,
8/1/18,4517,ROBINDALE RD,x,,,ex city cart ,,
8/1/18,4610,FULTON DR,x,,,,,
8/1/18,4705,HIGH SCHOOL RD,,x,,,,
8/1/18,4768,BRIERLEY DR,,x,,,,
8/1/18,4869,CHAMBLISS AVE,,x,,,,
8/1/18,4924,CABIN RD,x,,,2 couches,,
8/1/18,5014,HEDGEWOOD RD,,x,,,,
8/1/18,5107,VILLA RD,,x,,,,
8/1/18,5204,EAST SUNSET RD,,x,,,,
8/1/18,5243,BLUE STAR DR,,x,,,,
8/1/18,5315,SHAMROCK RD,,x,,,,
8/1/18,5405,GREENCREST RD,,x,,,,
8/1/18,5425,CROOKED PINE LN,,x,,,,
8/1/18,5508,FENWAY LN,,x,,,,
8/1/18,5601,BURBURY LN,,x,,,,
8/1/18,5620,DODGE RD,,X,,,,
8/1/18,5706,CRESTWOOD RD,,x,,,,
8/1/18,5729,WOODLEAF DR,,x,,,,
8/1/18,5817,WINDTREE LN,x,,,extra,,
8/1/18,5908,ADELIA DR ,,x,,,,
8/1/18,5932,CARDAN DR ,,x,,,,
8/1/18,6010,LILYWOOD LN,,x,,whole rod not out ,,
8/1/18,6103,COUGAR DR,x,,,loose needles,,
8/1/18,6211,HIGH DR,,x,,gate locked ,,
8/1/18,6417,HUNTERS GLEN DR,x,,,large chairs ,,
8/1/18,6616,SEDGEFIELD DR,x,,,,,
8/1/18,6805,AVENSONG LN,,x,,,,
8/1/18,6942,OLD KENT DR,,x,,,,
8/1/18,7101,STOCKTON DR,,x,,,,
8/1/18,7204,LONG SHOT LN,,x,,,,
8/1/18,7315,DUNSFORD DR,,x,,,,
8/1/18,7434,SOMERSET RD,,x,,,,
8/1/18,7631,LUSCOMBE DR,,x,,,,
8/1/18,7816,VILLAGE DR,,X,,,,
8/1/18,7937,STRATTON DR,,x,,,,
8/1/18,8133,AINSWORTH DR ,,x,,,,
8/1/18,9745,CLINGMANS DOME DR,,x,,,,
8/1/18,7914-1111,GLEASON DR ,,x,,,,
8/2/18,108,NAUEDA DR,,x,,,,
8/2/18,119,BUTLER DR,,x,,,,
8/2/18,148,CHAMBERLAIN BLVD,,X,,,,
8/2/18,205,GRATA RD,,x,,,,
8/2/18,212,N BELLEMEADE AVE,x,,,,,
8/2/18,222,HARLEY DR,,x,,,,
8/2/18,238,E ANDERSON AVE,,x,,,,
8/2/18,305,HAMILTON RD,,x,,,,
8/2/18,313,LYNNWOOD DR,,x,,,,
8/2/18,329,TAYLOR RD,,x,,,,
8/2/18,405,HIGGINS AVE,,x,,,,
8/2/18,415,GLENOAKS DR,,x,,,,
8/2/18,432,MELLEN AVE,,x,,,,
8/2/18,502,LINDY DR,x,,,,,
8/2/18,513,IROQUOIS RD ,,x,,,,
8/2/18,540,WOODLAWN PIKE,,x,,,,
8/2/18,609,HEINS CT,x,,,,,
8/2/18,628,LESTER RD,X,,,,,
8/2/18,707,SHADYCREST DR,,x,,,,
8/2/18,718,COVENTRY CREEK LN,,x,,,,
8/2/18,739,LIPPENCOTT ST,,x,,,,
8/2/18,807,CARRINGTON RD,,x,,,,
8/2/18,821,GERTRUDE AVE,,x,,,,
8/2/18,905,CENTEROAK DR ,x,,,,,
8/2/18,920,KNOXVILLE COLLEGE DR,,x,,,,
8/2/18,950,SCENIC DR,x,,,,,
8/2/18,1011,LEDGERWOOD AVE,x,,,,,
8/2/18,1025,OHIO AVE,x,,,,,
8/2/18,1104,BUCKTHORN DR,,x,,,,
8/2/18,1115,STILLWELL DR,x,,,,,
8/2/18,1130,HARVEY ST,x,,,paint in toter,,
8/2/18,1207,IREDELL AVE,,x,,,,
8/2/18,1224,W WALNUT GROVE RD,,x,,,,
8/2/18,1305,EZELL ST,,x,,,,
8/2/18,1318,GRAINGER AVE,,x,,bulky on inside of fence ,,
8/2/18,1401,CLINCH AVE,,x,,,,
8/2/18,1417,MAPLE DR,,x ,,,,
8/2/18,1502,CLIFFSIDE LN,x ,,,move out ,,
8/2/18,1524,BANYAN LN,,x,,,,
8/2/18,1605,BRADSHAW GARDEN DR,,x ,,,,
8/2/18,1623,FAIRMONT BLVD,x ,,,,,
8/2/18,1703,WOODROW DR,x,,,,,
8/2/18,1715,WOODBINE AVE,,x,,,,
8/2/18,1733,ALLEN AVE,,x,,,,
8/2/18,1813,MAC-ALICE DR,,x,,,,
8/2/18,1904,EDGEWOOD AVE,x ,,,over flow ,,
8/2/18,1920,BRANDAU DR,x,,,extra can ,,
8/2/18,1960,CECIL JOHNSON RD,,x,,,,
8/2/18,2013,AMHERST RD,,,,wood pallet,,
8/2/18,2035,COUNTRYHILL LN,x ,,,,,
8/2/18,2109,OHIO AVE,,x ,,,,
8/2/18,2125,SANDRA DR,,,x,to close to mail box ,,
8/2/18,2207,SUNNY LN,,x ,,,,
8/2/18,2224,ESTELLE CIR,,X,,,,
8/2/18,2301,MAPLE DR,,x ,,,,
8/2/18,2315,KANTEBURY DR,,x ,,,,
8/2/18,2333,JEFFERSON AVE,,x ,,,,
8/2/18,2413,LAMP DR,,x,,,,
8/2/18,2434,MAPLE CREST LN,,x,,,,
8/2/18,2509,FIFTH AVE,,x,,,,
8/2/18,2538,PAPERMILL DR,x,,,,,
8/2/18,2614,DEXTER LN,,x,,,,
8/2/18,2701,FORESTDALE AVE,,x,,,,
8/2/18,2734,ARBOR PL,x,,,,,
8/2/18,2819,MAXWELL ST,,,,tree in toter ,,
8/2/18,2905,CROSS VALLEY RD,,x ,,,,
8/2/18,2922,ARBOR PL,x,,,,,
8/2/18,3010,GREENWAY DR,,x ,,,,
8/2/18,3101,GERSON DR,,x,,,,
8/2/18,3112,GLADSTONE LN,x ,,,,,
8/2/18,3134,MAXWELL ST,,,x,blocked by car ,,
8/2/18,3214,TRACE CT,,x,,,,
8/2/18,3301,CLEARVIEW ST,,x,,,,
8/2/18,3328,NEW BEVERLY BAPTIST CHURCH RD,,x,,,,
8/2/18,3410,KESTERWOOD DR,x, ,,wood out for pick up. left it there,,
8/2/18,3500,FAIRWAY ,,x,,,,
8/2/18,3551,COLCHESTER CT,x,,,bulky - couch,,
8/2/18,3643,LANCASTER DR,,x,,,,
8/2/18,3736,TIMBER CIR,,x,,,,
8/2/18,3824,DELLWOOD DR,x ,,,,,
8/2/18,3912,OAKWOOD LN,x,,,,,
8/2/18,4003,GARDEN DR,,x,,,,
8/2/18,4047,ALTA VISTA WAY,,x,,,,
8/2/18,4120,RIVERSTONE LN,,x ,,,,
8/2/18,4205,DEER RUN DR,,x,,,,
8/2/18,4221,GAINES RD,x ,,,bags,,
8/2/18,4306,ELLEN ST,,x ,,,,
8/2/18,4320,THISTLEWOOD WAY,,x ,,,,
8/2/18,4406,ESTONIA DR,,x,,,,
8/2/18,4428,BONNYWOOD WAY,,x,,,,
8/2/18,4517,ROBINDALE RD,x,,,2 ex personal cans,,
8/2/18,4610,JAY WAY,x,,,,,
8/2/18,4705,LYONS VIEW PIKE,,x,,,,
8/2/18,4771,FOREST LANDING WAY,,x,,,,
8/2/18,4869,CHAMBLISS AVE,,x,,,,
8/2/18,4924,COSTER RD,,x,,,,
8/2/18,5014,JACKSBORO PIKE,,x,,,,
8/2/18,5107,ASHEVILLE HWY,,x,,,,
8/2/18,5204,EVELYN DR ,x,,,,,
8/2/18,5243,MOUNTAINCREST DR,,x,,,,
8/2/18,5315,VILLA RD,,x,,,,
8/2/18,5405,HAYNES STERCHI RD,,x ,,,,
8/2/18,5425,DOGWOOD RD,,x,,,,
8/2/18,5508,FIFTH ST,,x,,,,
8/2/18,5601,CROOKED PINE LN,,x,,,,
8/2/18,5620,JAMAICA LN,X,,,,,
8/2/18,5706,DOGWOOD RD,,x,,,,
8/2/18,5729,OAK RD,,x,,,,
8/2/18,5817,BRIERCLIFF RD,,x,,,,
8/2/18,5908,HOLSTON VIEW LN,,x,,,,
8/2/18,5932,MONDALE RD ,,x,,,,
8/2/18,6010,NOTTINGHAM RD,,x,,,,
8/2/18,6103,EASTON RD,x,,,overflow and tires in the alley way,,
8/2/18,6211,KING RD,x,,,,,
8/2/18,6417,OLD VALLEY RD,x,,,couch,,
8/2/18,6616,COLONIAL FOREST LN,,x,,,,
8/2/18,6805,CRYSTAL VIEW WAY,,x,,,,
8/2/18,6946,PEMMBROOKE SHIRE LN,,x,,,,
8/2/18,7101,WESTAVIA DR,,x,,,,
8/2/18,7204,MIDDLEBROOK PIKE,,x,,,,
8/2/18,7315,LORIMAR PL,,x,,,,
8/2/18,7435,SOMERSET RD,,x,,,,
8/2/18,7631,CHATHAM CIR,x,,,large tv,,
8/2/18,7816,CORTELAND DR,,X,,,,
8/2/18,7940,STRATTON DR,,x,,,,
8/2/18,8133,KINGSDALE DR,,x,,,,
8/2/18,9757,CLINGMANS DOME DR,,x,,,,
8/2/18,7914-1120,GLEASON DR ,,x,,,,
8/3/18,108,STONE RD,,x,,,,
8/3/18,119,CARON DR,,x,,,,
8/3/18,148,CHAMBERLAIN BLVD,,X,,,,
8/3/18,205,GRESHAM RD,,x,,,,
8/3/18,212,RIGGS AVE,x,,,,,
8/3/18,222,HIDELL RD,,x,,,,
8/3/18,238,E OKLAHOMA AVE,x,,,,,
8/3/18,305,HARTFORD RD,,x,,,,
8/3/18,313,MACEDONIA LN,,x,,,,
8/3/18,329,TEDLO LN,x,,,,,
8/3/18,405,HOWELL AVE,,x,,,,
8/3/18,415,HICKORY DR,,x,,,,
8/3/18,432,WATAUGA AVE,x,,,,,
8/3/18,502,MARK RD,,x,,,,
8/3/18,513,JERDAN RD,,x,,,,
8/3/18,540,MURRAY DR,,,,,,
8/3/18,609,HIGH POINT WAY,,x,,,,
8/3/18,628,LUTTRELL ST,,X,,,,
8/3/18,707,VIEW PARK DR,,x,,,,
8/3/18,718,E EMERALD AVE,,x,,,,
8/3/18,739,METLER DR,,x,,,,
8/3/18,807,DRIVE D,x,,,,,
8/3/18,821,GOLDFINCH AVE,,x,,,,
8/3/18,905,CHICKAMAUGA AVE,,x,,,,
8/3/18,920,MARLBORO RD,,x,,,,
8/3/18,950,MAYNARD AVE,x,,,,,
8/3/18,1011,MAKENA COVE WAY,,x,,,,
8/3/18,1026,DAKOTA AVE,,,,,,
8/3/18,1104,FAIRFAX AVE,x,,,,,
8/3/18,1115,VALLEY AVE,x,,,,,
8/3/18,1130,HIAWASSEE AVE,,,,got limit on bulk,,
8/3/18,1207,LOUISIANA AVE,,x,,,,
8/3/18,1224,WHITOWER DR,,x,,,,
8/3/18,1305,FAIRFAX AVE,x,,,,,
8/3/18,1318,LAUREL AVE,x,,,,,
8/3/18,1401,COESTA CIR,,,x,,,
8/3/18,1417,N 4TH AVE,,x,,,,
8/3/18,1502,CLIFFSIDE LN,,x ,,,,
8/3/18,1524,CLIFFSIDE LN,,x,,,,
8/3/18,1605,BROWN AVE,x ,,,,,
8/3/18,1623,FOREST AVE,,,,2 pallets ,,
8/3/18,1703,BONITA DR,,x,,,,
8/3/18,1715,ALBERT AVE,,x,,,,
8/3/18,1733,ALLEN AVE,,x,,,,
8/3/18,1813,MINNIS AVE,,x,,,,
8/3/18,1904 ,ELIZA GLYNNE LN,x ,,,,,
8/3/18,1920,CLOVE LN,x,,,over flow ,,
8/3/18,1960,CLOVE LN,,x,,,,
8/3/18,2013,COUNTRYHILL LN,x,,,2 cok toters,,
8/3/18,2035,TORCH LIGHT LN,,x,,,,
8/3/18,2109,PAIGE ST,,x,,,,
8/3/18,2125,SILVERBROOK DR,,,x,car,,
8/3/18,2207,UNITY DR,,,,water heater ,,
8/3/18,2224,HILLSBORO HTS,,X,,,,
8/3/18,2301,MONTEREY RD,x ,,,,,
8/3/18,2315,MONTEREY RD,,x ,,,,
8/3/18,2333,KANTEBURY DR,,x ,,,,
8/3/18,2414,BUFFAT MILL RD,,x,,,,
8/3/18,2435,GLEN MEADOW RD,,x,,,,
8/3/18,2509,HAMMOND LN,,,,whole street not out ,,
8/3/18,2539,CHUKAR RD,,x,,,,
8/3/18,2614,FAIRMONT BLVD,,x,,,,
8/3/18,2701,KEITH AVE,,x,,,,
8/3/18,2734,GASTON AVE,x ,,,,,
8/3/18,2819,RAMONA AVE,,,,personal toter ,,
8/3/18,2905,FAIRMONT BLVD,,x,,,,
8/3/18,2922,AVONDALE AVE,x,,,,,
8/3/18,3010,LAFAYETTE RD,x,,,trash on ground ,,
8/3/18,3101,GLADSTONE LN,x ,,,4 sofas,,
8/3/18,3112,GREENWAY DR,x,,,boxes and bags ,,
8/3/18,3134,PINEX LN,,x,,,,
8/3/18,3214,WHITTLE SPRINGS RD,x ,,,,,
8/3/18,3301,CROSS VALLEY RD,,x,,,,
8/3/18,3328,ORLANDO ST,,x,,,,
8/3/18,3410,LANSING AVE,,x,,,,
8/3/18,3500,FOUNTAIN PARK BLVD,,x,,,,
8/3/18,3551,ISKAGNA DR,,x,,,,
8/3/18,3644,BOYDS BRIDGE PIKE,,x,,,,
8/3/18,3736,FROSTWOOD RD,,x,,,,
8/3/18,3824,KINGSTON PIKE,x ,,,,,
8/3/18,3913,ABERCORN RD,x,,,dresser ,,
8/3/18,4003,HOLSTON HILLS RD,,x,,,,
8/3/18,4048,HIAWATHA DR,,x,,,,
8/3/18,4120,SAM COOPER LN,,x ,,,,
8/3/18,4205,DRIFTING DR,x ,x ,,glass door ,,
8/3/18,4221,HOLLOWAY DR,,x,,,,
8/3/18,4306,FULTON DR,,x ,,,,
8/3/18,4320,TWIN PINES DR,,,x,car blocking road ,,
8/3/18,4406,FULTON DR,,x,,,,
8/3/18,4428,BROADMEADOW WAY,,x,,,,
8/3/18,4517,SUNFLOWER RD,,x,,,,
8/3/18,4610,MINGLEWOOD RD,x,,,sofa,,
8/3/18,4705,MAPLEHILL RD,,x,,,,
8/3/18,4771,FOREST LANDING WAY,,x,,,,
8/3/18,4877,CHAMBLISS AVE,x,,,,,
8/3/18,4924,KITTY HAWK WAY,,x,,,,
8/3/18,5014,WEST SUNSET RD,,x,,,,
8/3/18,5108,AUBREY LN,,x,,,,
8/3/18,5204,HEINS RD,,x,,,,
8/3/18,5244,OAKHILL DR,,x,,,,
8/3/18,5315,E SUNSET RD,,x,,,,
8/3/18,5405,HOLSTON DR,,x ,,,,
8/3/18,5425,LYNETTE RD,,x,,,,
8/3/18,5508,GREEN VALLEY DR,,x,,,,
8/3/18,5601,DOGWOOD RD,,x,,,,
8/3/18,5620,LAKE SHORE DR,X,,,,,
8/3/18,5706,FALL CREEK LN,,x,,,,
8/3/18,5730,WOODALE DR,,x,,,,
8/3/18,5817,GREEN VALLEY DR,,x,,,,
8/3/18,5908,LITTLEWOOD TER,,x,,,,
8/3/18,5932,TENNYSON DR,,x,,,,
8/3/18,6010,OAK RD,,x,,,,
8/3/18,6103,GLENMAY DR,,x,,,,
8/3/18,6211,KING RD,x,,,,,
8/3/18,6418,GRANITE HILL LN,,x,,,,
8/3/18,6617,CADBURY DR,,x,,,,
8/3/18,6805,GLEN BROOK DR,,x,,,,
8/3/18,6948,SEAVER DR,,x,,,,
8/3/18,7101 ,WESTAVIA DR,x,,,,,
8/3/18,7204,WELLINGTON DR,,x,,,,
8/3/18,7316,BENNINGTON DR,,x,,,,
8/3/18,7435,WESTRIDGE DR,,x,,,,
8/3/18,7631,LUSCOMBE DR,,x,,,,
8/3/18,7816,ELLISVILLE LN,,X,,,,
8/3/18,7941,STRATTON DR,,x,,,,
8/3/18,8137,HAYDEN DR,,x,,,,
8/3/18,9757,CLINGMANS DOME DR,,x,,,,
8/3/18,7914-1120,GLEASON DR ,,x,,,,
8/4/18,108,STONEWALL DR,,x,,,,
8/4/18,119,CHARLENE LN,,x,,,,
8/4/18,149,DALTON PLACE WAY,,X,,,,
8/4/18,205,HERMITAGE DR,,x,,,,
8/4/18,212,ROTHESAY LN,x,,,,,
8/4/18,222,LEONARD PL,,x,,,,
8/4/18,238,KEEBLE AVE,,x,,,,
8/4/18,305,HERMITAGE DR,,x,,,,
8/4/18,313,N BELLEMEADE AVE,,x,,,,
8/4/18,329,VICTOR DR,,x,,,,
8/4/18,405,KENDALL RD,,x,,,,
8/4/18,415,HIGHLAND HILLS RD,,x,,,,
8/4/18,432,WOODLAWN GARDENS WAY,,x,,,,
8/4/18,502,MIDLAKE DR,x,,,,,
8/4/18,513,KENDALL RD,,x,,,,
8/4/18,541,MELLEN AVE,x, ,,,,
8/4/18,609,KEMPTON RD,,x,,,,
8/4/18,629,CHEROKEE BLVD,,X,,,,
8/4/18,707,WESTBOROUGH RD,,x,,,,
8/4/18,718,HIAWASSEE AVE,,x,,,,
8/4/18,740,AERONCA RD,,x,,,,
8/4/18,807,EDWARDS DR,,x,,,,
8/4/18,821,GRAVES ST,,x,,,,
8/4/18,905,DUTCH VALLEY DR,,x,,,,
8/4/18,920,S CHILHOWEE DR,,x,,,,
8/4/18,951,MICRO WAY,x,,,,,
8/4/18,1011,MCGHEE AVE,,x,,,,
8/4/18,1026,E CHURCHWELL AVE,x,,,,,
8/4/18,1104,FARRIS DR,,x,,,,
8/4/18,1115,W PARKWAY AVE,x,,,,,
8/4/18,1130,MONTVIEW RD,,x,,,,
8/4/18,1207,LUTTRELL ST,x,,,,,
8/4/18,1224,ASHGROVE PL,,x,,,,
8/4/18,1305,FOREST BROOK RD,,x,,,,
8/4/18,1318,N BRISCOE CIR,x,,,,,
8/4/18,1401,CROCUS LN,,x,,,,
8/4/18,1417,N Fourth Ave,,x,,,,
8/4/18,1502,FOREST AVE,,x ,,,,
8/4/18,1524,DELAWARE AVE,,x,,,,
8/4/18,1605,BUTTERCUP CIR,,x ,,,,
8/4/18,1623,GILLESPIE AVE,,x,,,,
8/4/18,1703,FRANCIS RD,,x,,,,
8/4/18,1715,AMBLING LN,,x,,,,
8/4/18,1733,LENLAND AVE,,x,,,,
8/4/18,1813,SILVER CLOUD LN,,x,,,,
8/4/18,1904,FAIR DR,,x,,,,
8/4/18,1920,EDGEWOOD AVE,,x,,,,
8/4/18,1960,EMORILAND BLVD,x,,,2 city toters,,
8/4/18,2013,EMORILAND BLVD,,x,,,,
8/4/18,2035,BEREA AVE,,x ,,,,
8/4/18,2109,PLEASANT VIEW RD,,x,,,,
8/4/18,2125,SPENCE PL,,x ,,,,
8/4/18,2207,VENETIAN WAY,,,,RUG IS TOO LARGE TO PICK UP,,
8/4/18,2224,KNOLLCREST LN,,X,,,,
8/4/18,2301,MORTON LN,x ,,,mattress ,,
8/4/18,2315,NORTH PARK BLVD,,x ,,,,
8/4/18,2333,LARAMIE DR,,x ,,,,
8/4/18,2414,CHICAGO AVE,,x,,,,
8/4/18,2435,LAWSON AVE,,x,,,,
8/4/18,2509,LESA LN,,,,whole street not out ,,
8/4/18,2539,GREENFIELD LN,,x ,,,,
8/4/18,2614,MCCAMPBELL AVE,,x,,,,
8/4/18,2701,N CENTRAL AVE,,x,,,,
8/4/18,2734,JEFFERSON AVE,x,,,refrigerator at crub sits on kasson ,,
8/4/18,2819,SUNSET AVE,,x ,,,,
8/4/18,2905,FAIRWAY RD,,x,,,,
8/4/18,2922,BARTON ST,x,,,const materials,,
8/4/18,3010,MARTIN LUTHER KING JR AVE,x ,,,trash  on ground multiple ex personal cans,,
8/4/18,3101,HAZELWOOD RD,x ,,,sofa,,
8/4/18,3112,HAZELWOOD RD,,x ,,,,
8/4/18,3134,CULPEPPER RD,,x,,,,
8/4/18,3214,DEWINE RD ,,x,,,,
8/4/18,3301,CURTIS LN,,x,,,,
8/4/18,3329,COFFMAN DR,x ,,,,,
8/4/18,3410,ORLANDO ST,,x,,,,
8/4/18,3500,GARDEN DR,,x,,box to heavy to pick up,,
8/4/18,3551,COLCHESTER CT,x,,,,,
8/4/18,3644,CHERRYLOG RD,,x,,,,
8/4/18,3736,FROSTWOOD RD,,x ,,,,
8/4/18,3824,NATHANIEL RD,,x,,,,
8/4/18,3913,BEVERLY PL,,x ,,,,
8/4/18,4003,SEVIERVILLE PIKE,,x,,,,
8/4/18,4048,TALILUNA AVE,,x,,,,
8/4/18,4120,SHANGRI LA DR,x ,,,,,
8/4/18,4205,FULTON DR,z,,,,,
8/4/18,4221,HOMEWOOD RD,,x,,,,
8/4/18,4306,GAINES RD,,x ,,,,
8/4/18,4320,W SCARLETT LN,,x ,,,,
8/4/18,4406,GREENDALE RD,,x,,,,
8/4/18,4428,COFFEY ST,,x,,,,
8/4/18,4517,BROADMEADOW WAY,,x,,,,
8/4/18,4610,PECANWOOD WAY,x,,,mattress ,,
8/4/18,4705,PROSPECT RD,,x,,,,
8/4/18,4772,BRIERLEY DR,,x,,,,
8/4/18,4877,CHAMBLISS AVE,x,,,animals had been in it ,,
8/4/18,4924,LONAS DR,,x,,,,
8/4/18,5014,BEVERLY RD,,x,,,,
8/4/18,5108,CAMELIA RD,,x,,,,
8/4/18,5204,HOLSTON DR,,x,,,,
8/4/18,5244,OAKHILL DR,,x,,,,
8/4/18,5315,EAST SUNSET RD,,x,,,,
8/4/18,5405,HOLSTON HILLS RD,,x,,,,
8/4/18,5425,MAGAZINE RD,,x,,,,
8/4/18,5508,GREENCREST RD,,x,,,,
8/4/18,5601,KENTWOOD RD,,x,,,,
8/4/18,5620,PINELLAS DR,X,,,,,
8/4/18,5706,GREEN VALLEY DR,,x,,,,
